"ar1","ar2","ar3","ar4","ma1","ma2","ma3","sigma2","start_date","order","end_date"
NA,NA,NA,NA,NA,NA,NA,0.0146866344880158,1987-05-28,1,1987-07-09
NA,NA,NA,NA,NA,NA,NA,0.014573408194206,1987-05-29,1,1987-07-10
NA,NA,NA,NA,NA,NA,NA,0.0146662403257097,1987-06-01,1,1987-07-13
NA,NA,NA,NA,NA,NA,NA,0.0146648498445603,1987-06-02,1,1987-07-14
NA,NA,NA,NA,NA,NA,NA,0.0189419739292269,1987-06-03,1,1987-07-15
NA,NA,NA,NA,NA,NA,NA,0.0190704260287515,1987-06-04,1,1987-07-16
NA,NA,NA,NA,NA,NA,NA,0.0187706056514699,1987-06-05,1,1987-07-17
NA,NA,NA,NA,NA,NA,NA,0.0194556365243281,1987-06-08,1,1987-07-20
NA,NA,NA,NA,NA,NA,NA,0.0217256005948337,1987-06-09,1,1987-07-21
NA,NA,NA,NA,NA,NA,NA,0.0218135919433277,1987-06-10,1,1987-07-22
NA,NA,NA,NA,NA,NA,NA,0.0228731617031569,1987-06-11,1,1987-07-23
0.4,NA,NA,NA,NA,NA,NA,0.032310465594312,1987-06-16,1,1987-07-27
0.8,NA,NA,NA,NA,NA,NA,0.0937954863974751,1987-07-01,0,1987-08-11
0.77,NA,NA,NA,NA,NA,NA,0.0896646627543786,1987-07-02,0,1987-08-12
0.76,NA,NA,NA,NA,NA,NA,0.0895969795517482,1987-07-03,0,1987-08-13
0.76,NA,NA,NA,NA,NA,NA,0.0900354828269451,1987-07-06,0,1987-08-14
0.81,NA,NA,NA,NA,NA,NA,0.0983709654639416,1987-07-07,0,1987-08-17
NA,NA,NA,NA,NA,NA,NA,0.0853291514122151,1987-08-03,1,1987-09-11
NA,NA,NA,NA,NA,NA,NA,0.083948221223355,1987-08-04,1,1987-09-14
0.88,NA,NA,NA,NA,NA,NA,0.0682053870530762,1987-08-12,0,1987-09-22
0.85,NA,NA,NA,NA,NA,NA,0.067411410773435,1987-08-13,0,1987-09-23
0.81,NA,NA,NA,NA,NA,NA,0.0671505867412799,1987-08-14,0,1987-09-24
0.95,-0.33,NA,NA,NA,NA,NA,0.0536747179636103,1987-08-17,0,1987-09-25
0.71,NA,NA,NA,NA,NA,NA,0.0588128833270038,1987-08-18,0,1987-09-28
NA,NA,NA,NA,NA,NA,NA,0.0222107443813291,1987-09-07,1,1987-10-16
NA,NA,NA,NA,NA,NA,NA,0.0222679123039552,1987-09-08,1,1987-10-19
0.51,NA,NA,NA,0.85,NA,NA,0.0227288884412934,1987-09-24,0,1987-11-04
0.52,NA,NA,NA,0.89,NA,NA,0.0215325940402067,1987-09-25,0,1987-11-05
0.72,NA,NA,NA,0.59,NA,NA,0.0227280159552067,1987-09-28,0,1987-11-06
0.75,NA,NA,NA,0.98,NA,NA,0.0272856847397503,1987-09-29,0,1987-11-09
1.02,-0.37,NA,NA,NA,NA,NA,0.0345117843776819,1987-11-02,0,1987-12-11
NA,NA,NA,NA,0.72,NA,NA,0.0621862731248304,1987-11-03,0,1987-12-14
NA,NA,NA,NA,1.05,0.53,NA,0.0651223034011689,1987-11-04,0,1987-12-15
NA,NA,NA,NA,0.59,NA,NA,0.0823073279127314,1987-11-06,1,1987-12-17
0.83,NA,NA,NA,NA,NA,NA,0.19439140594017,1987-11-23,0,1988-01-05
0.81,NA,NA,NA,NA,NA,NA,0.214916086242016,1987-11-24,0,1988-01-06
0.78,NA,NA,NA,NA,NA,NA,0.241910629550675,1987-11-25,0,1988-01-08
0.78,NA,NA,NA,NA,NA,NA,0.244598613800975,1987-11-26,0,1988-01-11
0.79,NA,NA,NA,NA,NA,NA,0.265469438131429,1987-11-27,0,1988-01-12
0.78,NA,NA,NA,NA,NA,NA,0.265891280941331,1987-11-30,0,1988-01-13
0.77,NA,NA,NA,NA,NA,NA,0.264959449880802,1987-12-01,0,1988-01-14
0.77,NA,NA,NA,NA,NA,NA,0.264568953218594,1987-12-02,0,1988-01-15
0.77,NA,NA,NA,NA,NA,NA,0.264372350057965,1987-12-03,0,1988-01-18
0.76,NA,NA,NA,NA,NA,NA,0.265367185731919,1987-12-04,0,1988-01-19
0.73,NA,NA,NA,NA,NA,NA,0.26241139944897,1987-12-07,0,1988-01-20
0.72,NA,NA,NA,NA,NA,NA,0.260034431749227,1987-12-08,0,1988-01-21
0.7,NA,NA,NA,NA,NA,NA,0.261110146635987,1987-12-09,0,1988-01-22
0.7,NA,NA,NA,NA,NA,NA,0.263653466950917,1987-12-10,0,1988-01-25
0.7,NA,NA,NA,NA,NA,NA,0.269078073027104,1987-12-11,0,1988-01-27
0.71,NA,NA,NA,NA,NA,NA,0.240086086806913,1987-12-14,0,1988-01-28
0.73,NA,NA,NA,NA,NA,NA,0.231781114740351,1987-12-15,0,1988-01-29
0.74,NA,NA,NA,NA,NA,NA,0.233330482106739,1987-12-16,0,1988-02-01
0.8,NA,NA,NA,NA,NA,NA,0.218201286429076,1987-12-17,0,1988-02-02
0.74,NA,NA,NA,NA,NA,NA,0.201184218612458,1987-12-18,0,1988-02-03
-0.86,NA,NA,NA,0.59,NA,NA,0.124207882312877,1987-12-22,1,1988-02-05
-0.26,0.31,NA,NA,NA,NA,NA,0.119612748260962,1987-12-23,1,1988-02-08
-0.26,0.33,NA,NA,NA,NA,NA,0.116654439985219,1987-12-24,1,1988-02-09
-0.24,0.32,NA,NA,NA,NA,NA,0.121674512174303,1987-12-28,1,1988-02-10
-0.94,NA,NA,NA,0.68,NA,NA,0.102920398943037,1987-12-29,1,1988-02-11
-0.27,0.33,NA,NA,NA,NA,NA,0.105686748734745,1987-12-30,1,1988-02-12
-0.94,NA,NA,NA,0.67,NA,NA,0.103158067038996,1987-12-31,1,1988-02-15
-0.94,NA,NA,NA,0.64,NA,NA,0.0988635167201251,1988-01-04,1,1988-02-16
NA,NA,NA,NA,NA,NA,NA,0.0506323852274229,1988-01-15,1,1988-02-26
NA,NA,NA,NA,NA,NA,NA,0.0492485242326401,1988-01-18,1,1988-02-29
NA,NA,NA,NA,NA,NA,NA,0.0522714554555624,1988-01-19,1,1988-03-01
NA,NA,NA,NA,NA,NA,NA,0.0539584296064112,1988-01-20,1,1988-03-02
NA,NA,NA,NA,NA,NA,NA,0.0528195958110246,1988-01-21,1,1988-03-03
NA,NA,NA,NA,NA,NA,NA,0.0504514930147843,1988-01-22,1,1988-03-04
NA,NA,NA,NA,NA,NA,NA,0.0495772499377878,1988-01-25,1,1988-03-07
NA,NA,NA,NA,NA,NA,NA,0.0476672609508135,1988-01-27,1,1988-03-08
NA,NA,NA,NA,NA,NA,NA,0.0498646048173166,1988-01-28,1,1988-03-09
0.89,NA,NA,NA,NA,NA,NA,0.0915036066550549,1988-02-15,0,1988-03-25
0.89,NA,NA,NA,NA,NA,NA,0.0919155690379637,1988-02-16,0,1988-03-28
0.9,NA,NA,NA,NA,NA,NA,0.0906464911834872,1988-02-17,0,1988-03-29
0.9,NA,NA,NA,NA,NA,NA,0.0867398300202794,1988-02-18,0,1988-03-30
NA,NA,NA,NA,NA,NA,NA,0.0772967561695176,1988-03-01,1,1988-04-13
NA,NA,NA,NA,NA,NA,NA,0.0696825955951126,1988-03-02,1,1988-04-14
NA,NA,NA,NA,NA,NA,NA,0.0696827796179172,1988-03-03,1,1988-04-15
NA,NA,NA,NA,NA,NA,NA,0.077601904333762,1988-03-04,1,1988-04-18
NA,NA,NA,NA,NA,NA,NA,0.0851285754991224,1988-03-07,1,1988-04-19
NA,NA,NA,NA,NA,NA,NA,0.0885365748541681,1988-03-08,1,1988-04-20
NA,NA,NA,NA,NA,NA,NA,0.0888030886087691,1988-03-09,1,1988-04-21
NA,NA,NA,NA,NA,NA,NA,0.0833267577244991,1988-03-10,1,1988-04-22
NA,NA,NA,NA,NA,NA,NA,0.063972219648012,1988-03-14,1,1988-04-26
NA,NA,NA,NA,NA,NA,NA,0.0642005316841299,1988-03-15,1,1988-04-27
NA,NA,NA,NA,NA,NA,NA,0.0771545609215579,1988-03-16,1,1988-04-28
0.88,NA,NA,NA,NA,NA,NA,0.0740555371204207,1988-03-30,0,1988-05-12
0.88,NA,NA,NA,NA,NA,NA,0.0742573923188609,1988-03-31,0,1988-05-13
0.88,NA,NA,NA,NA,NA,NA,0.0739849434417049,1988-04-05,0,1988-05-16
0.88,NA,NA,NA,NA,NA,NA,0.0734652964824925,1988-04-06,0,1988-05-17
0.85,NA,NA,NA,NA,NA,NA,0.0733317444570384,1988-04-07,0,1988-05-18
0.83,NA,NA,NA,NA,NA,NA,0.0737040830903678,1988-04-08,0,1988-05-19
0.81,NA,NA,NA,NA,NA,NA,0.040003928317343,1988-04-26,0,1988-06-06
0.84,NA,NA,NA,NA,NA,NA,0.0390651916368571,1988-04-27,0,1988-06-07
NA,NA,NA,NA,0.61,NA,NA,0.0252538401638949,1988-04-28,0,1988-06-08
0.41,NA,NA,NA,NA,NA,NA,0.021350123275419,1988-04-29,0,1988-06-09
0.7,NA,NA,NA,NA,NA,NA,0.0195489815915826,1988-05-02,0,1988-06-10
NA,NA,NA,NA,NA,NA,NA,0.0330827331110459,1988-05-17,1,1988-06-27
NA,NA,NA,NA,NA,NA,NA,0.0324332814499094,1988-05-18,1,1988-06-28
NA,NA,NA,NA,NA,NA,NA,0.0338552390598221,1988-05-19,1,1988-06-29
NA,NA,NA,NA,NA,NA,NA,0.0345061334693945,1988-05-20,1,1988-06-30
NA,NA,NA,NA,NA,NA,NA,0.0346069631977401,1988-05-23,1,1988-07-01
NA,NA,NA,NA,NA,NA,NA,0.0349444937485904,1988-05-24,1,1988-07-04
NA,NA,NA,NA,NA,NA,NA,0.0348813411254166,1988-05-25,1,1988-07-05
1.09,-0.33,NA,NA,NA,NA,NA,0.111684238803182,1988-06-13,0,1988-07-22
1.11,-0.32,NA,NA,NA,NA,NA,0.110233685397277,1988-06-14,0,1988-07-25
1.08,-0.34,NA,NA,NA,NA,NA,0.11066239429621,1988-06-15,0,1988-07-26
1.05,-0.31,NA,NA,NA,NA,NA,0.108747036733108,1988-06-16,0,1988-07-27
1.08,-0.31,NA,NA,NA,NA,NA,0.112227122769489,1988-06-17,0,1988-07-28
1.05,-0.36,NA,NA,NA,NA,NA,0.121659721759284,1988-07-05,0,1988-08-15
0.74,NA,NA,NA,NA,NA,NA,0.126224183151242,1988-07-06,0,1988-08-16
1.12,-0.4,NA,NA,NA,NA,NA,0.0826250282294412,1988-07-07,0,1988-08-17
1.09,-0.35,NA,NA,NA,NA,NA,0.0801519279776755,1988-07-08,0,1988-08-18
0.81,NA,NA,NA,NA,NA,NA,0.0876114217275477,1988-07-11,0,1988-08-19
0.86,NA,NA,NA,NA,NA,NA,0.0783482324113427,1988-07-12,0,1988-08-22
0.84,NA,NA,NA,NA,NA,NA,0.0790738585885985,1988-07-13,0,1988-08-23
1.04,-0.32,NA,NA,NA,NA,NA,0.0723784213859616,1988-07-14,0,1988-08-24
NA,NA,NA,NA,0.48,NA,NA,0.0473534086359264,1988-07-25,1,1988-09-02
NA,NA,NA,NA,0.44,NA,NA,0.0446518170309914,1988-07-26,1,1988-09-05
NA,NA,NA,NA,0.48,NA,NA,0.0451505328618089,1988-07-27,1,1988-09-06
NA,NA,NA,NA,0.48,NA,NA,0.0429057518194323,1988-07-28,1,1988-09-07
NA,NA,NA,NA,0.47,NA,NA,0.0440541533576399,1988-07-29,1,1988-09-08
NA,NA,NA,NA,0.45,NA,NA,0.0443450270881924,1988-08-01,1,1988-09-09
NA,NA,NA,NA,0.47,NA,NA,0.0496917513565603,1988-08-02,1,1988-09-12
NA,NA,NA,NA,NA,NA,NA,0.0610539656823362,1988-08-08,1,1988-09-16
NA,NA,NA,NA,NA,NA,NA,0.0641002669647682,1988-08-09,1,1988-09-19
NA,NA,NA,NA,NA,NA,NA,0.0766511886172422,1988-08-19,1,1988-09-29
NA,NA,NA,NA,NA,NA,NA,0.0818773164672341,1988-08-22,1,1988-09-30
NA,NA,NA,NA,NA,NA,NA,0.0830590158372268,1988-08-23,1,1988-10-03
NA,NA,NA,NA,NA,NA,NA,0.0830590656216554,1988-08-24,1,1988-10-04
NA,NA,NA,NA,NA,NA,NA,0.0865594501429679,1988-08-25,1,1988-10-05
NA,NA,NA,NA,NA,NA,NA,0.0881345826995853,1988-08-26,1,1988-10-06
NA,NA,NA,NA,NA,NA,NA,0.0887338474484176,1988-08-29,1,1988-10-07
0.85,NA,NA,NA,NA,NA,NA,0.14744373122279,1988-09-09,0,1988-10-20
0.85,NA,NA,NA,NA,NA,NA,0.138144899041311,1988-09-12,0,1988-10-21
0.82,NA,NA,NA,NA,NA,NA,0.172787462690744,1988-09-13,0,1988-10-24
0.85,NA,NA,NA,NA,NA,NA,0.168277647582368,1988-09-14,0,1988-10-25
0.83,NA,NA,NA,NA,NA,NA,0.160967483207375,1988-09-15,0,1988-10-26
0.81,NA,NA,NA,NA,NA,NA,0.157985283821187,1988-09-16,0,1988-10-27
0.8,NA,NA,NA,NA,NA,NA,0.154030775988684,1988-09-19,0,1988-10-28
0.81,NA,NA,NA,NA,NA,NA,0.152235789029619,1988-09-20,0,1988-10-31
0.8,NA,NA,NA,NA,NA,NA,0.157061367899445,1988-09-21,0,1988-11-01
0.79,NA,NA,NA,NA,NA,NA,0.157162473040741,1988-09-22,0,1988-11-02
0.79,NA,NA,NA,NA,NA,NA,0.157107629489997,1988-09-23,0,1988-11-03
0.78,NA,NA,NA,NA,NA,NA,0.157828247626309,1988-09-26,0,1988-11-04
0.77,NA,NA,NA,NA,NA,NA,0.148494154084794,1988-09-27,0,1988-11-07
0.77,NA,NA,NA,NA,NA,NA,0.148254670153684,1988-09-28,0,1988-11-08
0.77,NA,NA,NA,NA,NA,NA,0.146652026487804,1988-09-29,0,1988-11-09
0.82,NA,NA,NA,NA,NA,NA,0.141822569710339,1988-10-03,0,1988-11-11
0.8,NA,NA,NA,NA,NA,NA,0.14090144096149,1988-10-04,0,1988-11-14
0.83,NA,NA,NA,NA,NA,NA,0.13704832854112,1988-10-05,0,1988-11-15
0.78,NA,NA,NA,NA,NA,NA,0.136685496876178,1988-10-06,0,1988-11-16
0.72,NA,NA,NA,NA,NA,NA,0.147014052584944,1988-10-07,0,1988-11-17
0.85,-0.3,NA,NA,NA,NA,NA,0.107063735394159,1988-10-10,0,1988-11-18
0.66,NA,NA,NA,NA,NA,NA,0.116484399764447,1988-10-11,0,1988-11-21
0.79,-0.36,NA,NA,NA,NA,NA,0.134457760862399,1988-10-12,0,1988-11-22
0.77,-0.34,NA,NA,NA,NA,NA,0.134856904011697,1988-10-13,0,1988-11-23
0.6,NA,NA,NA,NA,NA,NA,0.144535584571634,1988-10-14,0,1988-11-24
0.66,NA,NA,NA,NA,NA,NA,0.250707603376833,1988-10-17,0,1988-11-25
0.76,NA,NA,NA,NA,NA,NA,0.244390416436743,1988-10-18,0,1988-11-28
0.76,NA,NA,NA,NA,NA,NA,0.239549887106149,1988-10-19,0,1988-11-29
NA,NA,NA,NA,-0.38,NA,NA,0.190740726181508,1988-11-17,1,1988-12-29
NA,NA,NA,NA,-0.27,-0.19,0.53,0.145898050984395,1988-11-18,1,1988-12-30
NA,NA,NA,NA,-0.45,NA,NA,0.185856014828316,1988-11-21,1,1989-01-03
NA,NA,NA,NA,-0.62,NA,NA,0.142893256107638,1988-11-22,1,1989-01-04
NA,NA,NA,NA,NA,NA,NA,0.162890162242671,1988-11-24,1,1989-01-06
NA,NA,NA,NA,NA,NA,NA,0.0731721670955305,1988-11-25,1,1989-01-09
NA,NA,NA,NA,NA,NA,NA,0.0660668486798021,1988-11-29,1,1989-01-11
NA,NA,NA,NA,NA,NA,NA,0.0667268769779323,1988-11-30,1,1989-01-12
NA,NA,NA,NA,NA,NA,NA,0.065735764172216,1988-12-01,1,1989-01-13
NA,NA,NA,NA,NA,NA,NA,0.064083785258355,1988-12-02,1,1989-01-16
NA,NA,NA,NA,-0.4,-0.39,NA,0.0518136251984589,1988-12-05,1,1989-01-17
NA,NA,NA,NA,NA,NA,NA,0.0575423478886761,1988-12-06,1,1989-01-18
NA,NA,NA,NA,NA,NA,NA,0.0564546509802445,1988-12-07,1,1989-01-19
NA,NA,NA,NA,NA,NA,NA,0.0546357428472136,1988-12-08,1,1989-01-20
0.82,NA,NA,NA,NA,NA,NA,0.11819640584234,1988-12-27,0,1989-02-07
0.82,NA,NA,NA,NA,NA,NA,0.11825483060357,1988-12-28,0,1989-02-08
0.82,NA,NA,NA,NA,NA,NA,0.1187138737962,1988-12-29,0,1989-02-09
0.8,NA,NA,NA,NA,NA,NA,0.115022654317548,1988-12-30,0,1989-02-10
0.78,NA,NA,NA,NA,NA,NA,0.113080927260394,1989-01-03,0,1989-02-13
0.76,NA,NA,NA,NA,NA,NA,0.113755889618738,1989-01-04,0,1989-02-14
0.74,NA,NA,NA,NA,NA,NA,0.116722650201621,1989-01-18,0,1989-02-28
0.73,NA,NA,NA,NA,NA,NA,0.116292868177078,1989-01-19,0,1989-03-01
0.68,NA,NA,NA,NA,NA,NA,0.116550672547799,1989-01-20,0,1989-03-02
0.73,NA,NA,NA,NA,NA,NA,0.077614677015976,1989-01-23,0,1989-03-03
NA,NA,NA,NA,NA,NA,NA,0.0649130431603049,1989-02-01,1,1989-03-14
NA,NA,NA,NA,NA,NA,NA,0.061983810213929,1989-02-02,1,1989-03-15
NA,NA,NA,NA,NA,NA,NA,0.0608266278386632,1989-02-03,1,1989-03-16
NA,NA,NA,NA,NA,NA,NA,0.0593281129712133,1989-02-06,1,1989-03-17
NA,NA,NA,NA,NA,NA,NA,0.0608873273231532,1989-02-07,1,1989-03-20
NA,NA,NA,NA,NA,NA,NA,0.0651466969165391,1989-02-08,1,1989-03-21
NA,NA,NA,NA,NA,NA,NA,0.0631988225371504,1989-02-09,1,1989-03-22
NA,NA,NA,NA,NA,NA,NA,0.0618644807713851,1989-02-10,1,1989-03-23
NA,NA,NA,NA,NA,NA,NA,0.065310498666166,1989-02-13,1,1989-03-28
NA,NA,NA,NA,NA,NA,NA,0.0685023250680571,1989-02-14,1,1989-03-29
NA,NA,NA,NA,NA,NA,NA,0.0743152915583755,1989-02-15,1,1989-03-30
NA,NA,NA,NA,NA,NA,NA,0.0753918384922122,1989-02-16,1,1989-03-31
NA,NA,NA,NA,-0.36,NA,NA,0.0919796152763006,1989-02-21,1,1989-04-05
NA,NA,NA,NA,NA,NA,NA,0.164261237603848,1989-03-07,1,1989-04-19
NA,NA,NA,NA,NA,NA,NA,0.175943728410951,1989-03-08,1,1989-04-20
NA,NA,NA,NA,NA,NA,NA,0.197454163832664,1989-03-09,1,1989-04-21
0.7,NA,NA,NA,0.43,NA,NA,0.199861896366265,1989-03-20,0,1989-05-03
0.61,NA,NA,NA,0.53,NA,NA,0.197019457915524,1989-03-21,0,1989-05-04
0.63,NA,NA,NA,0.47,NA,NA,0.212420133949779,1989-03-22,0,1989-05-05
0.63,NA,NA,NA,0.54,NA,NA,0.215141334403612,1989-03-23,0,1989-05-08
0.63,NA,NA,NA,0.54,NA,NA,0.21522960170843,1989-03-28,0,1989-05-09
0.68,NA,NA,NA,0.48,NA,NA,0.22191375546759,1989-03-29,0,1989-05-10
0.81,NA,NA,NA,NA,NA,NA,0.243615153786994,1989-03-30,0,1989-05-11
0.72,NA,NA,NA,0.43,NA,NA,0.215114353553346,1989-03-31,0,1989-05-12
0.74,NA,NA,NA,0.41,NA,NA,0.192508217102074,1989-04-03,0,1989-05-15
0.72,NA,NA,NA,0.43,NA,NA,0.197800829711686,1989-04-04,0,1989-05-16
0.83,NA,NA,NA,NA,NA,NA,0.277757506717559,1989-04-05,0,1989-05-17
NA,NA,NA,NA,NA,NA,NA,0.220102328415244,1989-04-20,1,1989-06-01
NA,NA,NA,NA,1.21,0.77,NA,0.093866286737338,1989-05-18,0,1989-06-28
0.8,NA,NA,NA,NA,NA,NA,0.115620484632102,1989-05-19,0,1989-06-29
NA,NA,NA,NA,1.27,0.77,NA,0.0783535249910917,1989-05-22,0,1989-06-30
0.85,NA,NA,NA,NA,NA,NA,0.090203513662529,1989-05-23,0,1989-07-03
0.87,NA,NA,NA,NA,NA,NA,0.0861904048514958,1989-05-24,0,1989-07-04
0.89,NA,NA,NA,NA,NA,NA,0.0875724188426717,1989-05-25,0,1989-07-05
0.87,NA,NA,NA,NA,NA,NA,0.0830415304765578,1989-05-26,0,1989-07-06
1.17,-0.35,NA,NA,NA,NA,NA,0.0773085598893228,1989-05-29,0,1989-07-07
1.13,-0.3,NA,NA,NA,NA,NA,0.076834513527775,1989-05-30,0,1989-07-10
-0.19,0.68,NA,NA,1.72,0.86,NA,0.0575064715878653,1989-05-31,0,1989-07-11
-0.19,0.66,NA,NA,1.7,0.88,NA,0.0549203734749035,1989-06-01,0,1989-07-12
1.17,-0.34,NA,NA,NA,NA,NA,0.0744059785921424,1989-06-02,0,1989-07-13
1.17,-0.33,NA,NA,NA,NA,NA,0.0736789180906625,1989-06-05,0,1989-07-14
1.17,-0.33,NA,NA,NA,NA,NA,0.0737070546145806,1989-06-06,0,1989-07-17
-0.02,0.65,NA,NA,1.49,0.81,NA,0.0416583482871829,1989-06-14,0,1989-07-25
1.34,-0.48,NA,NA,NA,NA,NA,0.06204466955424,1989-06-15,0,1989-07-26
1.39,-0.49,NA,NA,NA,NA,NA,0.0581162998747964,1989-06-16,0,1989-07-27
1.38,-0.52,NA,NA,NA,NA,NA,0.0565765821370665,1989-06-19,0,1989-07-28
NA,NA,NA,NA,-0.64,NA,NA,0.0679395483219957,1989-06-20,2,1989-07-31
0.41,NA,NA,NA,NA,NA,NA,0.0599465358287058,1989-06-21,1,1989-08-01
0.47,NA,NA,NA,NA,NA,NA,0.059068310982829,1989-06-22,1,1989-08-02
NA,NA,NA,NA,NA,NA,NA,0.0531219855442253,1989-06-26,1,1989-08-04
NA,NA,NA,NA,NA,NA,NA,0.0530836641586115,1989-06-27,1,1989-08-07
0.38,NA,NA,NA,NA,NA,NA,0.0553843348006818,1989-07-05,1,1989-08-15
1.26,-0.34,NA,NA,NA,NA,NA,0.0420500967017237,1989-07-17,0,1989-08-25
1.25,-0.34,NA,NA,NA,NA,NA,0.0420574754339587,1989-07-18,0,1989-08-28
1.29,-0.41,NA,NA,NA,NA,NA,0.0394940368897738,1989-07-19,0,1989-08-29
1.29,-0.41,NA,NA,NA,NA,NA,0.0389265646526601,1989-07-20,0,1989-08-30
1.28,-0.4,NA,NA,NA,NA,NA,0.0390915989110706,1989-07-21,0,1989-08-31
NA,NA,NA,NA,NA,NA,NA,0.0250822617573736,1989-07-27,1,1989-09-06
NA,NA,NA,NA,NA,NA,NA,0.0250871302709401,1989-07-28,1,1989-09-07
NA,NA,NA,NA,NA,NA,NA,0.0245115339257633,1989-07-31,1,1989-09-08
NA,NA,NA,NA,NA,NA,NA,0.0242603204814424,1989-08-01,1,1989-09-11
NA,NA,NA,NA,NA,NA,NA,0.0236870518348826,1989-08-02,1,1989-09-12
NA,NA,NA,NA,NA,NA,NA,0.0219751339032334,1989-08-03,1,1989-09-13
NA,NA,NA,NA,NA,NA,NA,0.0201912689394552,1989-08-04,1,1989-09-14
NA,NA,NA,NA,NA,NA,NA,0.019519577617506,1989-08-07,1,1989-09-15
NA,NA,NA,NA,NA,NA,NA,0.0189490776417507,1989-08-08,1,1989-09-18
NA,NA,NA,NA,NA,NA,NA,0.0199537929106291,1989-08-09,1,1989-09-19
NA,NA,NA,NA,NA,NA,NA,0.0225440703874035,1989-08-21,1,1989-09-29
NA,NA,NA,NA,NA,NA,NA,0.0248879290880696,1989-08-22,1,1989-10-02
0.37,NA,NA,NA,NA,NA,NA,0.0228757168241499,1989-08-23,1,1989-10-03
NA,NA,NA,NA,NA,NA,NA,0.0247508827885783,1989-08-24,1,1989-10-04
NA,NA,NA,NA,NA,NA,NA,0.0295843110727205,1989-08-25,1,1989-10-05
NA,NA,NA,NA,NA,NA,NA,0.0296021811994256,1989-08-28,1,1989-10-06
NA,NA,NA,NA,NA,NA,NA,0.0358243027299004,1989-08-31,1,1989-10-11
NA,NA,NA,NA,NA,NA,NA,0.0391657023463431,1989-09-01,1,1989-10-12
0.41,NA,NA,NA,NA,NA,NA,0.0376310513943351,1989-09-04,1,1989-10-13
NA,NA,NA,NA,NA,NA,NA,0.0450602511581794,1989-09-05,1,1989-10-16
NA,NA,NA,NA,NA,NA,NA,0.0424827855377029,1989-09-06,1,1989-10-17
0.87,NA,NA,NA,NA,NA,NA,0.0495954970388227,1989-09-28,0,1989-11-08
0.82,NA,NA,NA,NA,NA,NA,0.0458387886760955,1989-09-29,0,1989-11-09
0.79,NA,NA,NA,NA,NA,NA,0.0421821867096816,1989-10-02,0,1989-11-10
0.77,NA,NA,NA,NA,NA,NA,0.0421313005479467,1989-10-03,0,1989-11-13
0.77,NA,NA,NA,NA,NA,NA,0.0428634322192168,1989-10-04,0,1989-11-14
0.81,NA,NA,NA,NA,NA,NA,0.0403162135376801,1989-10-05,0,1989-11-15
0.8,NA,NA,NA,NA,NA,NA,0.0401298508704299,1989-10-06,0,1989-11-16
0.82,NA,NA,NA,NA,NA,NA,0.0395720924928587,1989-10-09,0,1989-11-17
0.74,NA,NA,NA,NA,NA,NA,0.0374142473667211,1989-10-25,0,1989-12-05
0.81,NA,NA,NA,NA,NA,NA,0.0344709620366771,1989-10-26,0,1989-12-06
0.82,NA,NA,NA,NA,NA,NA,0.033075892241748,1989-10-27,0,1989-12-07
0.82,NA,NA,NA,NA,NA,NA,0.0310994093753462,1989-10-30,0,1989-12-08
0.85,NA,NA,NA,NA,NA,NA,0.0348581700265623,1989-10-31,0,1989-12-11
0.89,NA,NA,NA,NA,NA,NA,0.0326432897763397,1989-11-01,0,1989-12-12
0.92,NA,NA,NA,NA,NA,NA,0.0353289658323521,1989-11-02,0,1989-12-13
NA,NA,NA,NA,NA,NA,NA,0.0419806463622044,1989-11-14,1,1989-12-27
NA,NA,NA,NA,NA,NA,NA,0.0419805843651366,1989-11-15,1,1989-12-28
NA,NA,NA,NA,NA,NA,NA,0.0422659503809975,1989-11-16,1,1989-12-29
NA,NA,NA,NA,NA,NA,NA,0.0424087596273091,1989-11-17,1,1990-01-02
NA,NA,NA,NA,-0.78,NA,NA,0.0979130787296402,1989-11-20,2,1990-01-03
NA,NA,NA,NA,NA,NA,NA,0.104887805633017,1989-11-21,1,1990-01-04
NA,NA,NA,NA,-0.87,NA,NA,0.107246084415087,1989-11-22,2,1990-01-05
0.79,NA,NA,NA,NA,NA,NA,0.292455937426356,1989-12-13,0,1990-01-26
0.79,NA,NA,NA,NA,NA,NA,0.291863395203022,1989-12-14,0,1990-01-29
0.77,NA,NA,NA,NA,NA,NA,0.290128319749031,1989-12-15,0,1990-01-30
0.75,NA,NA,NA,NA,NA,NA,0.285024395414364,1989-12-18,0,1990-01-31
0.73,NA,NA,NA,NA,NA,NA,0.278490883405326,1989-12-19,0,1990-02-01
0.72,NA,NA,NA,NA,NA,NA,0.277832559812859,1989-12-20,0,1990-02-02
NA,NA,NA,NA,NA,NA,NA,0.0945234817395354,1990-01-12,1,1990-02-22
NA,NA,NA,NA,NA,NA,NA,0.0957735995803968,1990-01-15,1,1990-02-23
NA,NA,NA,NA,NA,NA,NA,0.0487631471925845,1990-01-26,1,1990-03-08
NA,NA,NA,NA,NA,NA,NA,0.0478001535475454,1990-01-29,1,1990-03-09
NA,NA,NA,NA,NA,NA,NA,0.0507552252317014,1990-01-30,1,1990-03-12
NA,NA,NA,NA,NA,NA,NA,0.0531615448317601,1990-01-31,1,1990-03-13
NA,NA,NA,NA,NA,NA,NA,0.052915294669298,1990-02-01,1,1990-03-14
NA,NA,NA,NA,NA,NA,NA,0.0529155019949407,1990-02-02,1,1990-03-15
